"","term","gene"
"312","HALLMARK_ALLOGRAFT_REJECTION","3105"
"313","HALLMARK_ALLOGRAFT_REJECTION","3105"
"314","HALLMARK_ALLOGRAFT_REJECTION","3105"
"315","HALLMARK_ALLOGRAFT_REJECTION","3105"
"316","HALLMARK_ALLOGRAFT_REJECTION","3105"
"317","HALLMARK_ALLOGRAFT_REJECTION","3105"
"318","HALLMARK_ALLOGRAFT_REJECTION","3108"
"319","HALLMARK_ALLOGRAFT_REJECTION","3108"
"320","HALLMARK_ALLOGRAFT_REJECTION","3108"
"321","HALLMARK_ALLOGRAFT_REJECTION","3108"
"322","HALLMARK_ALLOGRAFT_REJECTION","3108"
"323","HALLMARK_ALLOGRAFT_REJECTION","3108"
"324","HALLMARK_ALLOGRAFT_REJECTION","3108"
"325","HALLMARK_ALLOGRAFT_REJECTION","3108"
"326","HALLMARK_ALLOGRAFT_REJECTION","3109"
"327","HALLMARK_ALLOGRAFT_REJECTION","3109"
"328","HALLMARK_ALLOGRAFT_REJECTION","3109"
"329","HALLMARK_ALLOGRAFT_REJECTION","3109"
"330","HALLMARK_ALLOGRAFT_REJECTION","3109"
"331","HALLMARK_ALLOGRAFT_REJECTION","3109"
"332","HALLMARK_ALLOGRAFT_REJECTION","3109"
"333","HALLMARK_ALLOGRAFT_REJECTION","3109"
"334","HALLMARK_ALLOGRAFT_REJECTION","3111"
"335","HALLMARK_ALLOGRAFT_REJECTION","3111"
"336","HALLMARK_ALLOGRAFT_REJECTION","3111"
"337","HALLMARK_ALLOGRAFT_REJECTION","3111"
"338","HALLMARK_ALLOGRAFT_REJECTION","3111"
"339","HALLMARK_ALLOGRAFT_REJECTION","3111"
"340","HALLMARK_ALLOGRAFT_REJECTION","3111"
"341","HALLMARK_ALLOGRAFT_REJECTION","3112"
"342","HALLMARK_ALLOGRAFT_REJECTION","3112"
"343","HALLMARK_ALLOGRAFT_REJECTION","3112"
"344","HALLMARK_ALLOGRAFT_REJECTION","3112"
"345","HALLMARK_ALLOGRAFT_REJECTION","3112"
"346","HALLMARK_ALLOGRAFT_REJECTION","3112"
"347","HALLMARK_ALLOGRAFT_REJECTION","3117"
"348","HALLMARK_ALLOGRAFT_REJECTION","3117"
"349","HALLMARK_ALLOGRAFT_REJECTION","3117"
"350","HALLMARK_ALLOGRAFT_REJECTION","3117"
"351","HALLMARK_ALLOGRAFT_REJECTION","3117"
"352","HALLMARK_ALLOGRAFT_REJECTION","3117"
"353","HALLMARK_ALLOGRAFT_REJECTION","3117"
"354","HALLMARK_ALLOGRAFT_REJECTION","3122"
"355","HALLMARK_ALLOGRAFT_REJECTION","3122"
"356","HALLMARK_ALLOGRAFT_REJECTION","3122"
"357","HALLMARK_ALLOGRAFT_REJECTION","3122"
"358","HALLMARK_ALLOGRAFT_REJECTION","3122"
"359","HALLMARK_ALLOGRAFT_REJECTION","3122"
"360","HALLMARK_ALLOGRAFT_REJECTION","3122"
"361","HALLMARK_ALLOGRAFT_REJECTION","3122"
"362","HALLMARK_ALLOGRAFT_REJECTION","3133"
"363","HALLMARK_ALLOGRAFT_REJECTION","3133"
"364","HALLMARK_ALLOGRAFT_REJECTION","3133"
"365","HALLMARK_ALLOGRAFT_REJECTION","3133"
"366","HALLMARK_ALLOGRAFT_REJECTION","3133"
"367","HALLMARK_ALLOGRAFT_REJECTION","3133"
"368","HALLMARK_ALLOGRAFT_REJECTION","3133"
"369","HALLMARK_ALLOGRAFT_REJECTION","3135"
"370","HALLMARK_ALLOGRAFT_REJECTION","3135"
"371","HALLMARK_ALLOGRAFT_REJECTION","3135"
"372","HALLMARK_ALLOGRAFT_REJECTION","3135"
"373","HALLMARK_ALLOGRAFT_REJECTION","3135"
"374","HALLMARK_ALLOGRAFT_REJECTION","3135"
"375","HALLMARK_ALLOGRAFT_REJECTION","3135"
"376","HALLMARK_ALLOGRAFT_REJECTION","3135"
"377","HALLMARK_ALLOGRAFT_REJECTION","3383"
"378","HALLMARK_ALLOGRAFT_REJECTION","23308"
"379","HALLMARK_ALLOGRAFT_REJECTION","3455"
"380","HALLMARK_ALLOGRAFT_REJECTION","3458"
"381","HALLMARK_ALLOGRAFT_REJECTION","3459"
"382","HALLMARK_ALLOGRAFT_REJECTION","3460"
"383","HALLMARK_ALLOGRAFT_REJECTION","3460"
"384","HALLMARK_ALLOGRAFT_REJECTION","10261"
"385","HALLMARK_ALLOGRAFT_REJECTION","10261"
"386","HALLMARK_ALLOGRAFT_REJECTION","3551"
"387","HALLMARK_ALLOGRAFT_REJECTION","3586"
"388","HALLMARK_ALLOGRAFT_REJECTION","3589"
"389","HALLMARK_ALLOGRAFT_REJECTION","3592"
"390","HALLMARK_ALLOGRAFT_REJECTION","3593"
"391","HALLMARK_ALLOGRAFT_REJECTION","3594"
"392","HALLMARK_ALLOGRAFT_REJECTION","3596"
"393","HALLMARK_ALLOGRAFT_REJECTION","3600"
"394","HALLMARK_ALLOGRAFT_REJECTION","3603"
"395","HALLMARK_ALLOGRAFT_REJECTION","3606"
"396","HALLMARK_ALLOGRAFT_REJECTION","8807"
"397","HALLMARK_ALLOGRAFT_REJECTION","3553"
"398","HALLMARK_ALLOGRAFT_REJECTION","3558"
"399","HALLMARK_ALLOGRAFT_REJECTION","9466"
"400","HALLMARK_ALLOGRAFT_REJECTION","9466"
"401","HALLMARK_ALLOGRAFT_REJECTION","3559"
"402","HALLMARK_ALLOGRAFT_REJECTION","3560"
"403","HALLMARK_ALLOGRAFT_REJECTION","3561"
"404","HALLMARK_ALLOGRAFT_REJECTION","3565"
"405","HALLMARK_ALLOGRAFT_REJECTION","3566"
"406","HALLMARK_ALLOGRAFT_REJECTION","3569"
"407","HALLMARK_ALLOGRAFT_REJECTION","3574"
"408","HALLMARK_ALLOGRAFT_REJECTION","3578"
"409","HALLMARK_ALLOGRAFT_REJECTION","3624"
"410","HALLMARK_ALLOGRAFT_REJECTION","3625"
"411","HALLMARK_ALLOGRAFT_REJECTION","3662"
"412","HALLMARK_ALLOGRAFT_REJECTION","3665"
"413","HALLMARK_ALLOGRAFT_REJECTION","3665"
"414","HALLMARK_ALLOGRAFT_REJECTION","3394"
"415","HALLMARK_ALLOGRAFT_REJECTION","3683"
"416","HALLMARK_ALLOGRAFT_REJECTION","3689"
"417","HALLMARK_ALLOGRAFT_REJECTION","3702"
"418","HALLMARK_ALLOGRAFT_REJECTION","3717"
"419","HALLMARK_ALLOGRAFT_REJECTION","3824"
"420","HALLMARK_ALLOGRAFT_REJECTION","3848"
"421","HALLMARK_ALLOGRAFT_REJECTION","3932"
"422","HALLMARK_ALLOGRAFT_REJECTION","3937"
"423","HALLMARK_ALLOGRAFT_REJECTION","3976"
"424","HALLMARK_ALLOGRAFT_REJECTION","4050"
"425","HALLMARK_ALLOGRAFT_REJECTION","4050"
"426","HALLMARK_ALLOGRAFT_REJECTION","4050"
"427","HALLMARK_ALLOGRAFT_REJECTION","4050"
"428","HALLMARK_ALLOGRAFT_REJECTION","4050"
"429","HALLMARK_ALLOGRAFT_REJECTION","4050"
"430","HALLMARK_ALLOGRAFT_REJECTION","4050"
"431","HALLMARK_ALLOGRAFT_REJECTION","4050"
"432","HALLMARK_ALLOGRAFT_REJECTION","4065"
"433","HALLMARK_ALLOGRAFT_REJECTION","9450"
"434","HALLMARK_ALLOGRAFT_REJECTION","4067"
"435","HALLMARK_ALLOGRAFT_REJECTION","6885"
"436","HALLMARK_ALLOGRAFT_REJECTION","11184"
"437","HALLMARK_ALLOGRAFT_REJECTION","11184"
"438","HALLMARK_ALLOGRAFT_REJECTION","4153"
"439","HALLMARK_ALLOGRAFT_REJECTION","4318"
"440","HALLMARK_ALLOGRAFT_REJECTION","11222"
"441","HALLMARK_ALLOGRAFT_REJECTION","4528"
"442","HALLMARK_ALLOGRAFT_REJECTION","4689"
"443","HALLMARK_ALLOGRAFT_REJECTION","4689"
"444","HALLMARK_ALLOGRAFT_REJECTION","4690"
"445","HALLMARK_ALLOGRAFT_REJECTION","9437"
"446","HALLMARK_ALLOGRAFT_REJECTION","9437"
"447","HALLMARK_ALLOGRAFT_REJECTION","9437"
"448","HALLMARK_ALLOGRAFT_REJECTION","9437"
"449","HALLMARK_ALLOGRAFT_REJECTION","9437"
"450","HALLMARK_ALLOGRAFT_REJECTION","9437"
"451","HALLMARK_ALLOGRAFT_REJECTION","9437"
"452","HALLMARK_ALLOGRAFT_REJECTION","9437"
"453","HALLMARK_ALLOGRAFT_REJECTION","9437"
"454","HALLMARK_ALLOGRAFT_REJECTION","9437"
"455","HALLMARK_ALLOGRAFT_REJECTION","9437"
"456","HALLMARK_ALLOGRAFT_REJECTION","9437"
"457","HALLMARK_ALLOGRAFT_REJECTION","9437"
"458","HALLMARK_ALLOGRAFT_REJECTION","9437"
"459","HALLMARK_ALLOGRAFT_REJECTION","9437"
"460","HALLMARK_ALLOGRAFT_REJECTION","9437"
"461","HALLMARK_ALLOGRAFT_REJECTION","9437"
"462","HALLMARK_ALLOGRAFT_REJECTION","9437"
"463","HALLMARK_ALLOGRAFT_REJECTION","114548"
"464","HALLMARK_ALLOGRAFT_REJECTION","4830"
"465","HALLMARK_ALLOGRAFT_REJECTION","4843"
"466","HALLMARK_ALLOGRAFT_REJECTION","4869"
"467","HALLMARK_ALLOGRAFT_REJECTION","5196"
"468","HALLMARK_ALLOGRAFT_REJECTION","5551"
"469","HALLMARK_ALLOGRAFT_REJECTION","5579"
"470","HALLMARK_ALLOGRAFT_REJECTION","5582"
"471","HALLMARK_ALLOGRAFT_REJECTION","5699"
"472","HALLMARK_ALLOGRAFT_REJECTION","5777"
"473","HALLMARK_ALLOGRAFT_REJECTION","5788"
"474","HALLMARK_ALLOGRAFT_REJECTION","5788"
"475","HALLMARK_ALLOGRAFT_REJECTION","5917"
"476","HALLMARK_ALLOGRAFT_REJECTION","8767"
"477","HALLMARK_ALLOGRAFT_REJECTION","6170"
"478","HALLMARK_ALLOGRAFT_REJECTION","6123"
"479","HALLMARK_ALLOGRAFT_REJECTION","6133"
"480","HALLMARK_ALLOGRAFT_REJECTION","6223"
"481","HALLMARK_ALLOGRAFT_REJECTION","6189"
"482","HALLMARK_ALLOGRAFT_REJECTION","6203"
"483","HALLMARK_ALLOGRAFT_REJECTION","6203"
"484","HALLMARK_ALLOGRAFT_REJECTION","6203"
"485","HALLMARK_ALLOGRAFT_REJECTION","6203"
"486","HALLMARK_ALLOGRAFT_REJECTION","6203"
"487","HALLMARK_ALLOGRAFT_REJECTION","6203"
"488","HALLMARK_ALLOGRAFT_REJECTION","6203"
"489","HALLMARK_ALLOGRAFT_REJECTION","6203"
"490","HALLMARK_ALLOGRAFT_REJECTION","6203"
"491","HALLMARK_ALLOGRAFT_REJECTION","6203"
"492","HALLMARK_ALLOGRAFT_REJECTION","27240"
"493","HALLMARK_ALLOGRAFT_REJECTION","8651"
"494","HALLMARK_ALLOGRAFT_REJECTION","9655"
"495","HALLMARK_ALLOGRAFT_REJECTION","6688"
"496","HALLMARK_ALLOGRAFT_REJECTION","5552"
"497","HALLMARK_ALLOGRAFT_REJECTION","7903"
"498","HALLMARK_ALLOGRAFT_REJECTION","23166"
"499","HALLMARK_ALLOGRAFT_REJECTION","6772"
"500","HALLMARK_ALLOGRAFT_REJECTION","6775"
"501","HALLMARK_ALLOGRAFT_REJECTION","6890"
"502","HALLMARK_ALLOGRAFT_REJECTION","6890"
"503","HALLMARK_ALLOGRAFT_REJECTION","6890"
