"","term","gene"
"16465","Neurons%FANTOM%2.txt146","SEZ6L"
"16466","Neurons%FANTOM%2.txt147","SMPX"
"16467","Neurons%FANTOM%2.txt148","SLC24A2"
"16468","Neurons%FANTOM%2.txt149","SULT4A1"
"16469","Neurons%FANTOM%2.txt150","DNM3"
"16470","Neurons%FANTOM%2.txt151","GALNT8"
"16471","Neurons%FANTOM%2.txt152","CLUL1"
"16472","Neurons%FANTOM%2.txt153","PCDH17"
"16473","Neurons%FANTOM%2.txt154","GOLIM4"
"16474","Neurons%FANTOM%2.txt155","KCNMB4"
"16475","Neurons%FANTOM%2.txt156","PCLO"
"16476","Neurons%FANTOM%2.txt157","NDUFAF4"
"16477","Neurons%FANTOM%2.txt158","SCG3"
"16478","Neurons%FANTOM%2.txt159","DDX25"
"16479","Neurons%FANTOM%2.txt160","NME7"
"16480","Neurons%FANTOM%2.txt161","SPOCK3"
"16481","Neurons%FANTOM%2.txt162","ST8SIA3"
"16482","Neurons%FANTOM%2.txt163","PIGP"
"16483","Neurons%FANTOM%2.txt164","GPRC5B"
"16484","Neurons%FANTOM%2.txt165","GNG13"
"16485","Neurons%FANTOM%2.txt166","BCL11A"
"16486","Neurons%FANTOM%2.txt167","TM6SF1"
"16487","Neurons%FANTOM%2.txt168","FXYD7"
"16488","Neurons%FANTOM%2.txt169","IL20RA"
"16489","Neurons%FANTOM%2.txt170","FAM134B"
"16490","Neurons%FANTOM%2.txt171","LRRN3"
"16491","Neurons%FANTOM%2.txt172","LRRC49"
"16492","Neurons%FANTOM%2.txt173","SUSD4"
"16493","Neurons%FANTOM%2.txt174","CISD1"
"16494","Neurons%FANTOM%2.txt175","BEX1"
"16495","Neurons%FANTOM%2.txt176","PRMT8"
"16496","Neurons%FANTOM%2.txt177","DNAJC12"
"16497","Neurons%FANTOM%2.txt178","ANKS1B"
"16498","Neurons%FANTOM%2.txt179","PLXDC1"
"16499","Neurons%FANTOM%2.txt180","TTYH1"
"16500","Neurons%FANTOM%2.txt181","SLC12A5"
"16501","Neurons%FANTOM%2.txt182","KLHL1"
"16502","Neurons%FANTOM%2.txt183","NDRG4"
"16503","Neurons%FANTOM%2.txt184","REEP1"
"16504","Neurons%FANTOM%2.txt185","FAM184A"
"16505","Neurons%FANTOM%2.txt186","ZNF385D"
"16506","Neurons%FANTOM%2.txt187","MAP9"
"16507","Neurons%FANTOM%2.txt188","CEP76"
"16508","Neurons%FANTOM%2.txt189","GPR63"
"16509","Neurons%FANTOM%2.txt190","STMN4"
"16510","Neurons%FANTOM%2.txt191","HOPX"
"16511","Neurons%FANTOM%2.txt192","TRIM9"
"16512","Neurons%FANTOM%2.txt193","IQCK"
"16513","Neurons%FANTOM%2.txt194","RALYL"
"16514","Neurons%FANTOM%2.txt195","TCEAL2"
"16515","Neurons%FANTOM%2.txt196","THSD7A"
"16516","Neurons%FANTOM%2.txt197","LPCAT4"
"16517","Neurons%FANTOM%2.txt198","FAM21A"
"16518","Neurons%FANTOM%2.txt199","SHISA6"
"16519","Neurons%FANTOM%3.txt1","ACYP2"
"16520","Neurons%FANTOM%3.txt2","ALDOC"
"16521","Neurons%FANTOM%3.txt3","ANK2"
"16522","Neurons%FANTOM%3.txt4","ATP1A3"
"16523","Neurons%FANTOM%3.txt5","ATP1B1"
"16524","Neurons%FANTOM%3.txt6","ATP2A3"
"16525","Neurons%FANTOM%3.txt7","ATP2B2"
"16526","Neurons%FANTOM%3.txt8","ATP6V1G2"
"16527","Neurons%FANTOM%3.txt9","CA8"
"16528","Neurons%FANTOM%3.txt10","CACNA1A"
"16529","Neurons%FANTOM%3.txt11","CACNB2"
"16530","Neurons%FANTOM%3.txt12","CACNB4"
"16531","Neurons%FANTOM%3.txt13","CALB1"
"16532","Neurons%FANTOM%3.txt14","CAMK2B"
"16533","Neurons%FANTOM%3.txt15","CDH18"
"16534","Neurons%FANTOM%3.txt16","CHGB"
"16535","Neurons%FANTOM%3.txt17","CHN1"
"16536","Neurons%FANTOM%3.txt18","COX7A1"
"16537","Neurons%FANTOM%3.txt19","COX7B"
"16538","Neurons%FANTOM%3.txt20","CRMP1"
"16539","Neurons%FANTOM%3.txt21","DGKB"
"16540","Neurons%FANTOM%3.txt22","DGKG"
"16541","Neurons%FANTOM%3.txt23","DEFB1"
"16542","Neurons%FANTOM%3.txt24","DLG2"
"16543","Neurons%FANTOM%3.txt25","DYNC1I1"
"16544","Neurons%FANTOM%3.txt26","DPP6"
"16545","Neurons%FANTOM%3.txt27","FABP3"
"16546","Neurons%FANTOM%3.txt28","FABP6"
"16547","Neurons%FANTOM%3.txt29","FABP7"
"16548","Neurons%FANTOM%3.txt30","FGF9"
"16549","Neurons%FANTOM%3.txt31","FGF12"
"16550","Neurons%FANTOM%3.txt32","FGF14"
"16551","Neurons%FANTOM%3.txt33","GABBR1"
"16552","Neurons%FANTOM%3.txt34","GABRA1"
"16553","Neurons%FANTOM%3.txt35","GABRB2"
"16554","Neurons%FANTOM%3.txt36","GABRG2"
"16555","Neurons%FANTOM%3.txt37","GAD1"
"16556","Neurons%FANTOM%3.txt38","GNAO1"
"16557","Neurons%FANTOM%3.txt39","GNG3"
"16558","Neurons%FANTOM%3.txt40","GPM6A"
"16559","Neurons%FANTOM%3.txt41","GPM6B"
"16560","Neurons%FANTOM%3.txt42","GRIA2"
"16561","Neurons%FANTOM%3.txt43","GRID2"
"16562","Neurons%FANTOM%3.txt44","GRIK1"
"16563","Neurons%FANTOM%3.txt45","GRM1"
"16564","Neurons%FANTOM%3.txt46","GRM7"
"16565","Neurons%FANTOM%3.txt47","ID2"
"16566","Neurons%FANTOM%3.txt48","ITPR1"
"16567","Neurons%FANTOM%3.txt49","KCNC1"
"16568","Neurons%FANTOM%3.txt50","KIF5C"
"16569","Neurons%FANTOM%3.txt51","LHX1"
"16570","Neurons%FANTOM%3.txt52","LPL"
"16571","Neurons%FANTOM%3.txt53","MT3"
"16572","Neurons%FANTOM%3.txt54","NAP1L2"
"16573","Neurons%FANTOM%3.txt55","NCAM1"
"16574","Neurons%FANTOM%3.txt56","NDUFA3"
"16575","Neurons%FANTOM%3.txt57","NDUFA5"
"16576","Neurons%FANTOM%3.txt58","NEFM"
"16577","Neurons%FANTOM%3.txt59","NEFH"
"16578","Neurons%FANTOM%3.txt60","NELL1"
"16579","Neurons%FANTOM%3.txt61","NEFL"
"16580","Neurons%FANTOM%3.txt62","NELL2"
"16581","Neurons%FANTOM%3.txt63","NOVA1"
"16582","Neurons%FANTOM%3.txt64","NPPC"
"16583","Neurons%FANTOM%3.txt65","NPTX1"
"16584","Neurons%FANTOM%3.txt66","OMG"
"16585","Neurons%FANTOM%3.txt67","PCDH9"
"16586","Neurons%FANTOM%3.txt68","PCP4"
"16587","Neurons%FANTOM%3.txt69","PDE9A"
"16588","Neurons%FANTOM%3.txt70","PEG3"
"16589","Neurons%FANTOM%3.txt71","SERPINI1"
"16590","Neurons%FANTOM%3.txt72","PRKCG"
"16591","Neurons%FANTOM%3.txt73","PTPRN"
"16592","Neurons%FANTOM%3.txt74","PTPRR"
"16593","Neurons%FANTOM%3.txt75","PVALB"
"16594","Neurons%FANTOM%3.txt76","RAB3A"
"16595","Neurons%FANTOM%3.txt77","RGS16"
"16596","Neurons%FANTOM%3.txt78","RORA"
"16597","Neurons%FANTOM%3.txt79","RTN1"
"16598","Neurons%FANTOM%3.txt80","SCN1A"
"16599","Neurons%FANTOM%3.txt81","SH3GL2"
"16600","Neurons%FANTOM%3.txt82","SLC1A6"
"16601","Neurons%FANTOM%3.txt83","SLC6A1"
"16602","Neurons%FANTOM%3.txt84","SLC8A1"
"16603","Neurons%FANTOM%3.txt85","SNAP25"
"16604","Neurons%FANTOM%3.txt86","SNCG"
"16605","Neurons%FANTOM%3.txt87","SORL1"
"16606","Neurons%FANTOM%3.txt88","SYP"
"16607","Neurons%FANTOM%3.txt89","TAC1"
"16608","Neurons%FANTOM%3.txt90","SEC62"
"16609","Neurons%FANTOM%3.txt91","TSPAN7"
"16610","Neurons%FANTOM%3.txt92","TRPC3"
"16611","Neurons%FANTOM%3.txt93","ZNF208"
"16612","Neurons%FANTOM%3.txt94","KCNAB1"
"16613","Neurons%FANTOM%3.txt95","AP3B2"
"16614","Neurons%FANTOM%3.txt96","NME5"
"16615","Neurons%FANTOM%3.txt97","SPARCL1"
"16616","Neurons%FANTOM%3.txt98","CACNA1G"
"16617","Neurons%FANTOM%3.txt99","INA"
"16618","Neurons%FANTOM%3.txt100","RAB33A"
"16619","Neurons%FANTOM%3.txt101","NRXN3"
"16620","Neurons%FANTOM%3.txt102","NRXN1"
"16621","Neurons%FANTOM%3.txt103","GABBR2"
"16622","Neurons%FANTOM%3.txt104","SPOCK2"
"16623","Neurons%FANTOM%3.txt105","JAKMIP2"
"16624","Neurons%FANTOM%3.txt106","ELMO1"
"16625","Neurons%FANTOM%3.txt107","SNAP91"
"16626","Neurons%FANTOM%3.txt108","RCAN2"
"16627","Neurons%FANTOM%3.txt109","C1orf61"
"16628","Neurons%FANTOM%3.txt110","STMN2"
"16629","Neurons%FANTOM%3.txt111","KLK8"
"16630","Neurons%FANTOM%3.txt112","MGAT4A"
"16631","Neurons%FANTOM%3.txt113","GABARAPL2"
"16632","Neurons%FANTOM%3.txt114","CNKSR2"
"16633","Neurons%FANTOM%3.txt115","FAIM2"
"16634","Neurons%FANTOM%3.txt116","ARHGAP26"
"16635","Neurons%FANTOM%3.txt117","FSTL4"
"16636","Neurons%FANTOM%3.txt118","KIAA1107"
"16637","Neurons%FANTOM%3.txt119","ACSL6"
"16638","Neurons%FANTOM%3.txt120","SEZ6L"
"16639","Neurons%FANTOM%3.txt121","SMPX"
"16640","Neurons%FANTOM%3.txt122","SLC24A2"
"16641","Neurons%FANTOM%3.txt123","SOSTDC1"
"16642","Neurons%FANTOM%3.txt124","DNM3"
"16643","Neurons%FANTOM%3.txt125","PCDH17"
"16644","Neurons%FANTOM%3.txt126","NDUFAF4"
"16645","Neurons%FANTOM%3.txt127","SCG3"
"16646","Neurons%FANTOM%3.txt128","DDX25"
"16647","Neurons%FANTOM%3.txt129","SNX10"
"16648","Neurons%FANTOM%3.txt130","NME7"
"16649","Neurons%FANTOM%3.txt131","SPOCK3"
"16650","Neurons%FANTOM%3.txt132","ST8SIA3"
"16651","Neurons%FANTOM%3.txt133","PIGP"
"16652","Neurons%FANTOM%3.txt134","GPRC5B"
"16653","Neurons%FANTOM%3.txt135","GNG13"
"16654","Neurons%FANTOM%3.txt136","BCL11A"
"16655","Neurons%FANTOM%3.txt137","TM6SF1"
"16656","Neurons%FANTOM%3.txt138","FXYD7"
"16657","Neurons%FANTOM%3.txt139","IL20RA"
"16658","Neurons%FANTOM%3.txt140","FAM134B"
"16659","Neurons%FANTOM%3.txt141","LRRN3"
"16660","Neurons%FANTOM%3.txt142","LRRC49"
"16661","Neurons%FANTOM%3.txt143","SUSD4"
"16662","Neurons%FANTOM%3.txt144","BEX1"
"16663","Neurons%FANTOM%3.txt145","PRMT8"
"16664","Neurons%FANTOM%3.txt146","DNAJC12"
"16665","Neurons%FANTOM%3.txt147","ANKS1B"
"16666","Neurons%FANTOM%3.txt148","PLXDC1"
"16667","Neurons%FANTOM%3.txt149","SLC12A5"
"16668","Neurons%FANTOM%3.txt150","KLHL1"
"16669","Neurons%FANTOM%3.txt151","NDRG4"
"16670","Neurons%FANTOM%3.txt152","REEP1"
"16671","Neurons%FANTOM%3.txt153","ZNF385D"
"16672","Neurons%FANTOM%3.txt154","CEP76"
"16673","Neurons%FANTOM%3.txt155","GPR63"
"16674","Neurons%FANTOM%3.txt156","STMN4"
"16675","Neurons%FANTOM%3.txt157","HOPX"
"16676","Neurons%FANTOM%3.txt158","TRIM9"
"16677","Neurons%FANTOM%3.txt159","TCEAL2"
"16678","Neurons%FANTOM%3.txt160","SHISA6"
"16679","Neutrophils%BLUEPRINT%1.txt1","CA4"
"16680","Neutrophils%BLUEPRINT%1.txt2","CEACAM3"
"16681","Neutrophils%BLUEPRINT%1.txt3","FCGR3B"
"16682","Neutrophils%BLUEPRINT%1.txt4","CXCR1"
"16683","Neutrophils%BLUEPRINT%1.txt5","CXCR2"
"16684","Neutrophils%BLUEPRINT%1.txt6","PGLYRP1"
"16685","Neutrophils%BLUEPRINT%1.txt7","MMP25"
"16686","Neutrophils%BLUEPRINT%1.txt8","ZDHHC18"
"16687","Neutrophils%BLUEPRINT%1.txt9","TRPM6"
"16688","Neutrophils%BLUEPRINT%2.txt1","CA4"
"16689","Neutrophils%BLUEPRINT%2.txt2","CEACAM3"
"16690","Neutrophils%BLUEPRINT%2.txt3","FCGR3B"
"16691","Neutrophils%BLUEPRINT%2.txt4","CXCR1"
"16692","Neutrophils%BLUEPRINT%2.txt5","PGLYRP1"
"16693","Neutrophils%BLUEPRINT%2.txt6","VNN3"
"16694","Neutrophils%BLUEPRINT%2.txt7","MMP25"
"16695","Neutrophils%BLUEPRINT%2.txt8","ZDHHC18"
"16696","Neutrophils%BLUEPRINT%3.txt1","CA4"
"16697","Neutrophils%BLUEPRINT%3.txt2","CEACAM3"
"16698","Neutrophils%BLUEPRINT%3.txt3","CXCR1"
"16699","Neutrophils%BLUEPRINT%3.txt4","CXCR2"
"16700","Neutrophils%BLUEPRINT%3.txt5","PGLYRP1"
"16701","Neutrophils%BLUEPRINT%3.txt6","P2RY13"
"16702","Neutrophils%BLUEPRINT%3.txt7","MMP25"
"16703","Neutrophils%BLUEPRINT%3.txt8","ZDHHC18"
"16704","Neutrophils%FANTOM%1.txt1","APAF1"
"16705","Neutrophils%FANTOM%1.txt2","CBL"
"16706","Neutrophils%FANTOM%1.txt3","CEACAM3"
"16707","Neutrophils%FANTOM%1.txt4","CSF2RB"
"16708","Neutrophils%FANTOM%1.txt5","DDX3X"
"16709","Neutrophils%FANTOM%1.txt6","FCAR"
"16710","Neutrophils%FANTOM%1.txt7","FCGR3B"
"16711","Neutrophils%FANTOM%1.txt8","FPR2"
"16712","Neutrophils%FANTOM%1.txt9","CXCR2"
"16713","Neutrophils%FANTOM%1.txt10","NFYA"
"16714","Neutrophils%FANTOM%1.txt11","PAK2"
"16715","Neutrophils%FANTOM%1.txt12","PTEN"
"16716","Neutrophils%FANTOM%1.txt13","SLC19A1"
"16717","Neutrophils%FANTOM%1.txt14","UBE2B"
"16718","Neutrophils%FANTOM%1.txt15","BEST1"
"16719","Neutrophils%FANTOM%1.txt16","ELL"
"16720","Neutrophils%FANTOM%1.txt17","MTMR3"
"16721","Neutrophils%FANTOM%1.txt18","HERC3"
"16722","Neutrophils%FANTOM%1.txt19","PGLYRP1"
"16723","Neutrophils%FANTOM%1.txt20","SLC25A44"
"16724","Neutrophils%FANTOM%1.txt21","DHX34"
"16725","Neutrophils%FANTOM%1.txt22","TOX4"
"16726","Neutrophils%FANTOM%1.txt23","TECPR2"
"16727","Neutrophils%FANTOM%1.txt24","WWP2"
"16728","Neutrophils%FANTOM%1.txt25","LMTK2"
"16729","Neutrophils%FANTOM%1.txt26","WDFY3"
"16730","Neutrophils%FANTOM%1.txt27","MED13L"
"16731","Neutrophils%FANTOM%1.txt28","ACAP2"
"16732","Neutrophils%FANTOM%1.txt29","CLEC4E"
"16733","Neutrophils%FANTOM%1.txt30","UBN1"
"16734","Neutrophils%FANTOM%1.txt31","NRBF2"
"16735","Neutrophils%FANTOM%1.txt32","TREM1"
"16736","Neutrophils%FANTOM%1.txt33","HRH4"
"16737","Neutrophils%FANTOM%1.txt34","RMND5A"
"16738","Neutrophils%FANTOM%1.txt35","TMUB2"
"16739","Neutrophils%FANTOM%1.txt36","TMEM185B"
"16740","Neutrophils%FANTOM%1.txt37","GCC1"
"16741","Neutrophils%FANTOM%1.txt38","TREML2"
"16742","Neutrophils%FANTOM%1.txt39","BTNL8"
"16743","Neutrophils%FANTOM%1.txt40","NDEL1"
"16744","Neutrophils%FANTOM%1.txt41","ZDHHC18"
"16745","Neutrophils%FANTOM%1.txt42","UBXN2B"
"16746","Neutrophils%FANTOM%2.txt1","APAF1"
"16747","Neutrophils%FANTOM%2.txt2","CA4"
"16748","Neutrophils%FANTOM%2.txt3","CASP5"
"16749","Neutrophils%FANTOM%2.txt4","CBL"
"16750","Neutrophils%FANTOM%2.txt5","CEACAM3"
"16751","Neutrophils%FANTOM%2.txt6","CEACAM8"
"16752","Neutrophils%FANTOM%2.txt7","CSF2RB"
"16753","Neutrophils%FANTOM%2.txt8","DDX3X"
"16754","Neutrophils%FANTOM%2.txt9","FCAR"
"16755","Neutrophils%FANTOM%2.txt10","FCGR3B"
"16756","Neutrophils%FANTOM%2.txt11","FPR2"
"16757","Neutrophils%FANTOM%2.txt12","CXCR2"
"16758","Neutrophils%FANTOM%2.txt13","MAK"
"16759","Neutrophils%FANTOM%2.txt14","NFYA"
"16760","Neutrophils%FANTOM%2.txt15","PTEN"
"16761","Neutrophils%FANTOM%2.txt16","SDF2"
"16762","Neutrophils%FANTOM%2.txt17","SLC19A1"
"16763","Neutrophils%FANTOM%2.txt18","TGM3"
"16764","Neutrophils%FANTOM%2.txt19","TOP1"
"16765","Neutrophils%FANTOM%2.txt20","UBE2B"
"16766","Neutrophils%FANTOM%2.txt21","UBE2D1"
"16767","Neutrophils%FANTOM%2.txt22","BEST1"
"16768","Neutrophils%FANTOM%2.txt23","TRIM25"
"16769","Neutrophils%FANTOM%2.txt24","ELL"
"16770","Neutrophils%FANTOM%2.txt25","KSR1"
"16771","Neutrophils%FANTOM%2.txt26","MTMR3"
"16772","Neutrophils%FANTOM%2.txt27","HERC3"
"16773","Neutrophils%FANTOM%2.txt28","PGLYRP1"
"16774","Neutrophils%FANTOM%2.txt29","SPAG9"
"16775","Neutrophils%FANTOM%2.txt30","NMI"
"16776","Neutrophils%FANTOM%2.txt31","CIR1"
"16777","Neutrophils%FANTOM%2.txt32","TTLL4"
"16778","Neutrophils%FANTOM%2.txt33","SLC25A44"
"16779","Neutrophils%FANTOM%2.txt34","DHX34"
"16780","Neutrophils%FANTOM%2.txt35","IP6K1"
"16781","Neutrophils%FANTOM%2.txt36","TOX4"
"16782","Neutrophils%FANTOM%2.txt37","TECPR2"
"16783","Neutrophils%FANTOM%2.txt38","USP15"
"16784","Neutrophils%FANTOM%2.txt39","CAMKK2"
"16785","Neutrophils%FANTOM%2.txt40","LILRA1"
"16786","Neutrophils%FANTOM%2.txt41","WWP2"
"16787","Neutrophils%FANTOM%2.txt42","BTN2A1"
"16788","Neutrophils%FANTOM%2.txt43","LMTK2"
"16789","Neutrophils%FANTOM%2.txt44","WDFY3"
"16790","Neutrophils%FANTOM%2.txt45","MED13L"
"16791","Neutrophils%FANTOM%2.txt46","ACAP2"
"16792","Neutrophils%FANTOM%2.txt47","PADI4"
"16793","Neutrophils%FANTOM%2.txt48","CLEC4E"
"16794","Neutrophils%FANTOM%2.txt49","UBN1"
"16795","Neutrophils%FANTOM%2.txt50","NRBF2"
"16796","Neutrophils%FANTOM%2.txt51","TREM1"
"16797","Neutrophils%FANTOM%2.txt52","HRH4"
"16798","Neutrophils%FANTOM%2.txt53","TMUB2"
"16799","Neutrophils%FANTOM%2.txt54","GCC1"
"16800","Neutrophils%FANTOM%2.txt55","TREML2"
"16801","Neutrophils%FANTOM%2.txt56","BTNL8"
"16802","Neutrophils%FANTOM%2.txt57","FBXO38"
"16803","Neutrophils%FANTOM%2.txt58","NDEL1"
"16804","Neutrophils%FANTOM%2.txt59","ZDHHC18"
"16805","Neutrophils%FANTOM%2.txt60","UBXN2B"
"16806","Neutrophils%FANTOM%3.txt1","APAF1"
"16807","Neutrophils%FANTOM%3.txt2","CBL"
"16808","Neutrophils%FANTOM%3.txt3","CEACAM3"
"16809","Neutrophils%FANTOM%3.txt4","CSF2RB"
"16810","Neutrophils%FANTOM%3.txt5","DDX3X"
"16811","Neutrophils%FANTOM%3.txt6","FCGR3B"
"16812","Neutrophils%FANTOM%3.txt7","FPR2"
"16813","Neutrophils%FANTOM%3.txt8","CXCR2"
"16814","Neutrophils%FANTOM%3.txt9","NFYA"
"16815","Neutrophils%FANTOM%3.txt10","PTEN"
"16816","Neutrophils%FANTOM%3.txt11","SLC19A1"
"16817","Neutrophils%FANTOM%3.txt12","UBE2B"
"16818","Neutrophils%FANTOM%3.txt13","BEST1"
"16819","Neutrophils%FANTOM%3.txt14","ELL"
"16820","Neutrophils%FANTOM%3.txt15","MTMR3"
"16821","Neutrophils%FANTOM%3.txt16","HERC3"
"16822","Neutrophils%FANTOM%3.txt17","PGLYRP1"
"16823","Neutrophils%FANTOM%3.txt18","DHX34"
"16824","Neutrophils%FANTOM%3.txt19","TECPR2"
"16825","Neutrophils%FANTOM%3.txt20","WWP2"
"16826","Neutrophils%FANTOM%3.txt21","LMTK2"
"16827","Neutrophils%FANTOM%3.txt22","WDFY3"
"16828","Neutrophils%FANTOM%3.txt23","MED13L"
"16829","Neutrophils%FANTOM%3.txt24","ACAP2"
"16830","Neutrophils%FANTOM%3.txt25","CLEC4E"
"16831","Neutrophils%FANTOM%3.txt26","UBN1"
"16832","Neutrophils%FANTOM%3.txt27","NRBF2"
"16833","Neutrophils%FANTOM%3.txt28","TREM1"
"16834","Neutrophils%FANTOM%3.txt29","HRH4"
"16835","Neutrophils%FANTOM%3.txt30","TMUB2"
"16836","Neutrophils%FANTOM%3.txt31","GCC1"
"16837","Neutrophils%FANTOM%3.txt32","TREML2"
"16838","Neutrophils%FANTOM%3.txt33","BTNL8"
"16839","Neutrophils%FANTOM%3.txt34","NDEL1"
"16840","Neutrophils%FANTOM%3.txt35","ZDHHC18"
"16841","Neutrophils%FANTOM%3.txt36","UBXN2B"
"16842","Neutrophils%HPCA%1.txt1","CLC"
"16843","Neutrophils%HPCA%1.txt2","CSF3R"
"16844","Neutrophils%HPCA%1.txt3","FCGR3B"
"16845","Neutrophils%HPCA%1.txt4","FPR2"
"16846","Neutrophils%HPCA%1.txt5","HBB"
"16847","Neutrophils%HPCA%1.txt6","CXCR2"
"16848","Neutrophils%HPCA%1.txt7","S100A12"
"16849","Neutrophils%HPCA%1.txt8","P2RY13"
"16850","Neutrophils%HPCA%1.txt9","TREM1"
"16851","Neutrophils%HPCA%2.txt1","CLC"
"16852","Neutrophils%HPCA%2.txt2","CSF3R"
"16853","Neutrophils%HPCA%2.txt3","FCGR3B"
"16854","Neutrophils%HPCA%2.txt4","FPR2"
"16855","Neutrophils%HPCA%2.txt5","HSPA6"
"16856","Neutrophils%HPCA%2.txt6","CXCR2"
"16857","Neutrophils%HPCA%2.txt7","S100A12"
"16858","Neutrophils%HPCA%2.txt8","P2RY13"
"16859","Neutrophils%HPCA%2.txt9","TREM1"
"16860","Neutrophils%HPCA%3.txt1","CLC"
"16861","Neutrophils%HPCA%3.txt2","CSF3R"
"16862","Neutrophils%HPCA%3.txt3","FCGR3B"
"16863","Neutrophils%HPCA%3.txt4","FPR2"
"16864","Neutrophils%HPCA%3.txt5","HBB"
"16865","Neutrophils%HPCA%3.txt6","HSPA6"
"16866","Neutrophils%HPCA%3.txt7","CXCR2"
"16867","Neutrophils%HPCA%3.txt8","S100A12"
"16868","Neutrophils%HPCA%3.txt9","LILRB2"
"16869","Neutrophils%HPCA%3.txt10","LILRA2"
"16870","Neutrophils%HPCA%3.txt11","P2RY13"
"16871","Neutrophils%HPCA%3.txt12","TREM1"
"16872","Neutrophils%IRIS%1.txt1","CEACAM3"
"16873","Neutrophils%IRIS%1.txt2","FCGR3B"
"16874","Neutrophils%IRIS%1.txt3","CXCR1"
"16875","Neutrophils%IRIS%1.txt4","CXCR2"
"16876","Neutrophils%IRIS%1.txt5","MEFV"
"16877","Neutrophils%IRIS%1.txt6","VNN3"
"16878","Neutrophils%IRIS%1.txt7","MMP25"
"16879","Neutrophils%IRIS%1.txt8","BTNL8"
"16880","Neutrophils%IRIS%2.txt1","BMX"
"16881","Neutrophils%IRIS%2.txt2","CA4"
"16882","Neutrophils%IRIS%2.txt3","CEACAM3"
"16883","Neutrophils%IRIS%2.txt4","FCGR3B"
"16884","Neutrophils%IRIS%2.txt5","FPR2"
"16885","Neutrophils%IRIS%2.txt6","CXCR1"
"16886","Neutrophils%IRIS%2.txt7","CXCR2"
"16887","Neutrophils%IRIS%2.txt8","MEFV"
"16888","Neutrophils%IRIS%2.txt9","AATK"
"16889","Neutrophils%IRIS%2.txt10","P2RY13"
"16890","Neutrophils%IRIS%2.txt11","TREM1"
"16891","Neutrophils%IRIS%2.txt12","VNN3"
"16892","Neutrophils%IRIS%2.txt13","MMP25"
"16893","Neutrophils%IRIS%2.txt14","BTNL8"
"16894","Neutrophils%IRIS%2.txt15","TRPM6"
"16895","Neutrophils%IRIS%3.txt1","BMX"
"16896","Neutrophils%IRIS%3.txt2","CA4"
"16897","Neutrophils%IRIS%3.txt3","CEACAM3"
"16898","Neutrophils%IRIS%3.txt4","FCGR3B"
"16899","Neutrophils%IRIS%3.txt5","FPR2"
"16900","Neutrophils%IRIS%3.txt6","GPR27"
"16901","Neutrophils%IRIS%3.txt7","CXCR1"
"16902","Neutrophils%IRIS%3.txt8","CXCR2"
"16903","Neutrophils%IRIS%3.txt9","MEFV"
"16904","Neutrophils%IRIS%3.txt10","IL18RAP"
"16905","Neutrophils%IRIS%3.txt11","AATK"
"16906","Neutrophils%IRIS%3.txt12","P2RY13"
"16907","Neutrophils%IRIS%3.txt13","TREM1"
"16908","Neutrophils%IRIS%3.txt14","VNN3"
"16909","Neutrophils%IRIS%3.txt15","MMP25"
"16910","Neutrophils%IRIS%3.txt16","BTNL8"
"16911","Neutrophils%IRIS%3.txt17","TRPM6"
"16912","NK cells%BLUEPRINT%1.txt1","FASLG"
"16913","NK cells%BLUEPRINT%1.txt2","KLRD1"
"16914","NK cells%BLUEPRINT%1.txt3","PTGDR"
"16915","NK cells%BLUEPRINT%1.txt4","PTPN4"
"16916","NK cells%BLUEPRINT%1.txt5","XCL1"
"16917","NK cells%BLUEPRINT%1.txt6","TKTL1"
"16918","NK cells%BLUEPRINT%1.txt7","IL18RAP"
"16919","NK cells%BLUEPRINT%1.txt8","NCR1"
"16920","NK cells%BLUEPRINT%1.txt9","ZMYND11"
"16921","NK cells%BLUEPRINT%1.txt10","SACM1L"
"16922","NK cells%BLUEPRINT%1.txt11","CD244"
"16923","NK cells%BLUEPRINT%1.txt12","AGK"
"16924","NK cells%BLUEPRINT%1.txt13","DNAJB14"
"16925","NK cells%BLUEPRINT%2.txt1","FASLG"
"16926","NK cells%BLUEPRINT%2.txt2","CX3CR1"
"16927","NK cells%BLUEPRINT%2.txt3","GZMB"
"16928","NK cells%BLUEPRINT%2.txt4","GZMM"
"16929","NK cells%BLUEPRINT%2.txt5","IL2RB"
"16930","NK cells%BLUEPRINT%2.txt6","KLRD1"
"16931","NK cells%BLUEPRINT%2.txt7","KPNB1"
"16932","NK cells%BLUEPRINT%2.txt8","MED1"
"16933","NK cells%BLUEPRINT%2.txt9","PRF1"
"16934","NK cells%BLUEPRINT%2.txt10","MAPK1"
"16935","NK cells%BLUEPRINT%2.txt11","PTGDR"
"16936","NK cells%BLUEPRINT%2.txt12","PTPN4"
"16937","NK cells%BLUEPRINT%2.txt13","BRD2"
"16938","NK cells%BLUEPRINT%2.txt14","XCL1"
"16939","NK cells%BLUEPRINT%2.txt15","MAP3K7"
"16940","NK cells%BLUEPRINT%2.txt16","TKTL1"
"16941","NK cells%BLUEPRINT%2.txt17","TNFSF11"
"16942","NK cells%BLUEPRINT%2.txt18","IL18RAP"
"16943","NK cells%BLUEPRINT%2.txt19","ZNF264"
"16944","NK cells%BLUEPRINT%2.txt20","NCR1"
"16945","NK cells%BLUEPRINT%2.txt21","STX8"
"16946","NK cells%BLUEPRINT%2.txt22","PJA2"
