"","term","gene"
"3840","CD8+ Tcm%BLUEPRINT%2.txt3","ALK"
"3841","CD8+ Tcm%BLUEPRINT%2.txt4","CASP8"
"3842","CD8+ Tcm%BLUEPRINT%2.txt5","CD8A"
"3843","CD8+ Tcm%BLUEPRINT%2.txt6","CD8B"
"3844","CD8+ Tcm%BLUEPRINT%2.txt7","CD27"
"3845","CD8+ Tcm%BLUEPRINT%2.txt8","CD28"
"3846","CD8+ Tcm%BLUEPRINT%2.txt9","TNFSF8"
"3847","CD8+ Tcm%BLUEPRINT%2.txt10","CD48"
"3848","CD8+ Tcm%BLUEPRINT%2.txt11","ESR2"
"3849","CD8+ Tcm%BLUEPRINT%2.txt12","CXCR3"
"3850","CD8+ Tcm%BLUEPRINT%2.txt13","GZMK"
"3851","CD8+ Tcm%BLUEPRINT%2.txt14","LAG3"
"3852","CD8+ Tcm%BLUEPRINT%2.txt15","SH2D1A"
"3853","CD8+ Tcm%BLUEPRINT%2.txt16","MMP11"
"3854","CD8+ Tcm%BLUEPRINT%2.txt17","NCK1"
"3855","CD8+ Tcm%BLUEPRINT%2.txt18","SLC6A7"
"3856","CD8+ Tcm%BLUEPRINT%2.txt19","SYN2"
"3857","CD8+ Tcm%BLUEPRINT%2.txt20","TPP2"
"3858","CD8+ Tcm%BLUEPRINT%2.txt21","DUSP11"
"3859","CD8+ Tcm%BLUEPRINT%2.txt22","HELZ"
"3860","CD8+ Tcm%BLUEPRINT%2.txt23","CD96"
"3861","CD8+ Tcm%BLUEPRINT%2.txt24","ZMYND11"
"3862","CD8+ Tcm%BLUEPRINT%2.txt25","SEC24A"
"3863","CD8+ Tcm%BLUEPRINT%2.txt26","ZC3H13"
"3864","CD8+ Tcm%BLUEPRINT%2.txt27","LEPROTL1"
"3865","CD8+ Tcm%BLUEPRINT%2.txt28","ADAT1"
"3866","CD8+ Tcm%BLUEPRINT%2.txt29","CHST5"
"3867","CD8+ Tcm%BLUEPRINT%2.txt30","SIT1"
"3868","CD8+ Tcm%BLUEPRINT%2.txt31","GPR171"
"3869","CD8+ Tcm%BLUEPRINT%2.txt32","HAO2"
"3870","CD8+ Tcm%BLUEPRINT%2.txt33","GIMAP4"
"3871","CD8+ Tcm%BLUEPRINT%2.txt34","PCDHA10"
"3872","CD8+ Tcm%BLUEPRINT%2.txt35","CRTAM"
"3873","CD8+ Tcm%BLUEPRINT%2.txt36","PARP11"
"3874","CD8+ Tcm%BLUEPRINT%2.txt37","SMAP1"
"3875","CD8+ Tcm%BLUEPRINT%2.txt38","VPS33A"
"3876","CD8+ Tcm%BLUEPRINT%2.txt39","TMEM30B"
"3877","CD8+ Tcm%BLUEPRINT%2.txt40","GIMAP6"
"3878","CD8+ Tcm%BLUEPRINT%3.txt1","ADCYAP1R1"
"3879","CD8+ Tcm%BLUEPRINT%3.txt2","CASP8"
"3880","CD8+ Tcm%BLUEPRINT%3.txt3","CD8B"
"3881","CD8+ Tcm%BLUEPRINT%3.txt4","CD27"
"3882","CD8+ Tcm%BLUEPRINT%3.txt5","TNFSF8"
"3883","CD8+ Tcm%BLUEPRINT%3.txt6","ESR2"
"3884","CD8+ Tcm%BLUEPRINT%3.txt7","GZMK"
"3885","CD8+ Tcm%BLUEPRINT%3.txt8","SH2D1A"
"3886","CD8+ Tcm%BLUEPRINT%3.txt9","NCK1"
"3887","CD8+ Tcm%BLUEPRINT%3.txt10","CD96"
"3888","CD8+ Tcm%BLUEPRINT%3.txt11","ZMYND11"
"3889","CD8+ Tcm%BLUEPRINT%3.txt12","SIT1"
"3890","CD8+ Tcm%BLUEPRINT%3.txt13","GPR171"
"3891","CD8+ Tcm%BLUEPRINT%3.txt14","CRTAM"
"3892","CD8+ Tcm%BLUEPRINT%3.txt15","PARP11"
"3893","CD8+ Tcm%BLUEPRINT%3.txt16","TMEM30B"
"3894","CD8+ Tcm%HPCA%1.txt1","CASP8"
"3895","CD8+ Tcm%HPCA%1.txt2","CD8A"
"3896","CD8+ Tcm%HPCA%1.txt3","CD8B"
"3897","CD8+ Tcm%HPCA%1.txt4","CD27"
"3898","CD8+ Tcm%HPCA%1.txt5","GZMK"
"3899","CD8+ Tcm%HPCA%1.txt6","DNAJB1"
"3900","CD8+ Tcm%HPCA%1.txt7","LAG3"
"3901","CD8+ Tcm%HPCA%1.txt8","SH2D1A"
"3902","CD8+ Tcm%HPCA%1.txt9","RASA2"
"3903","CD8+ Tcm%HPCA%1.txt10","RGS1"
"3904","CD8+ Tcm%HPCA%1.txt11","DYNLT1"
"3905","CD8+ Tcm%HPCA%1.txt12","TPP2"
"3906","CD8+ Tcm%HPCA%1.txt13","CDC14A"
"3907","CD8+ Tcm%HPCA%1.txt14","CGRRF1"
"3908","CD8+ Tcm%HPCA%1.txt15","DCTN6"
"3909","CD8+ Tcm%HPCA%1.txt16","PPWD1"
"3910","CD8+ Tcm%HPCA%1.txt17","ADAT1"
"3911","CD8+ Tcm%HPCA%1.txt18","CRTAM"
"3912","CD8+ Tcm%HPCA%1.txt19","PARP11"
"3913","CD8+ Tcm%HPCA%1.txt20","USP36"
"3914","CD8+ Tcm%HPCA%1.txt21","HAUS3"
"3915","CD8+ Tcm%HPCA%1.txt22","NAA16"
"3916","CD8+ Tcm%HPCA%1.txt23","TMEM30B"
"3917","CD8+ Tcm%HPCA%2.txt1","CD8A"
"3918","CD8+ Tcm%HPCA%2.txt2","CD8B"
"3919","CD8+ Tcm%HPCA%2.txt3","CTSW"
"3920","CD8+ Tcm%HPCA%2.txt4","GZMK"
"3921","CD8+ Tcm%HPCA%2.txt5","IL2RB"
"3922","CD8+ Tcm%HPCA%2.txt6","SH2D1A"
"3923","CD8+ Tcm%HPCA%2.txt7","GPR171"
"3924","CD8+ Tcm%HPCA%2.txt8","CRTAM"
"3925","CD8+ Tcm%HPCA%2.txt9","USP36"
"3926","CD8+ Tcm%HPCA%2.txt10","TMEM30B"
"3927","CD8+ Tcm%HPCA%3.txt1","BMPR1A"
"3928","CD8+ Tcm%HPCA%3.txt2","C21orf2"
"3929","CD8+ Tcm%HPCA%3.txt3","CASP8"
"3930","CD8+ Tcm%HPCA%3.txt4","CD3E"
"3931","CD8+ Tcm%HPCA%3.txt5","CD8A"
"3932","CD8+ Tcm%HPCA%3.txt6","CD8B"
"3933","CD8+ Tcm%HPCA%3.txt7","CD27"
"3934","CD8+ Tcm%HPCA%3.txt8","CD28"
"3935","CD8+ Tcm%HPCA%3.txt9","CTSW"
"3936","CD8+ Tcm%HPCA%3.txt10","GZMH"
"3937","CD8+ Tcm%HPCA%3.txt11","GZMA"
"3938","CD8+ Tcm%HPCA%3.txt12","GZMK"
"3939","CD8+ Tcm%HPCA%3.txt13","DNAJB1"
"3940","CD8+ Tcm%HPCA%3.txt14","IL2RB"
"3941","CD8+ Tcm%HPCA%3.txt15","INPP4A"
"3942","CD8+ Tcm%HPCA%3.txt16","KIF2A"
"3943","CD8+ Tcm%HPCA%3.txt17","KLRD1"
"3944","CD8+ Tcm%HPCA%3.txt18","KRT1"
"3945","CD8+ Tcm%HPCA%3.txt19","LAG3"
"3946","CD8+ Tcm%HPCA%3.txt20","SH2D1A"
"3947","CD8+ Tcm%HPCA%3.txt21","PTPN4"
"3948","CD8+ Tcm%HPCA%3.txt22","RASA2"
"3949","CD8+ Tcm%HPCA%3.txt23","RGS1"
"3950","CD8+ Tcm%HPCA%3.txt24","RPS6KB1"
"3951","CD8+ Tcm%HPCA%3.txt25","ATXN7"
"3952","CD8+ Tcm%HPCA%3.txt26","DYNLT1"
"3953","CD8+ Tcm%HPCA%3.txt27","TPP2"
"3954","CD8+ Tcm%HPCA%3.txt28","ZAP70"
"3955","CD8+ Tcm%HPCA%3.txt29","DUSP11"
"3956","CD8+ Tcm%HPCA%3.txt30","CDC14A"
"3957","CD8+ Tcm%HPCA%3.txt31","TRADD"
"3958","CD8+ Tcm%HPCA%3.txt32","LRIG2"
"3959","CD8+ Tcm%HPCA%3.txt33","MED6"
"3960","CD8+ Tcm%HPCA%3.txt34","KLRG1"
"3961","CD8+ Tcm%HPCA%3.txt35","CD96"
"3962","CD8+ Tcm%HPCA%3.txt36","CGRRF1"
"3963","CD8+ Tcm%HPCA%3.txt37","DCTN6"
"3964","CD8+ Tcm%HPCA%3.txt38","ZBTB1"
"3965","CD8+ Tcm%HPCA%3.txt39","TNRC6B"
"3966","CD8+ Tcm%HPCA%3.txt40","PPWD1"
"3967","CD8+ Tcm%HPCA%3.txt41","ADAT1"
"3968","CD8+ Tcm%HPCA%3.txt42","GPR171"
"3969","CD8+ Tcm%HPCA%3.txt43","ATF7IP"
"3970","CD8+ Tcm%HPCA%3.txt44","CRTAM"
"3971","CD8+ Tcm%HPCA%3.txt45","PARP11"
"3972","CD8+ Tcm%HPCA%3.txt46","CYP20A1"
"3973","CD8+ Tcm%HPCA%3.txt47","USP36"
"3974","CD8+ Tcm%HPCA%3.txt48","HAUS3"
"3975","CD8+ Tcm%HPCA%3.txt49","NAA16"
"3976","CD8+ Tcm%HPCA%3.txt50","TNKS2"
"3977","CD8+ Tcm%HPCA%3.txt51","ISCA1"
"3978","CD8+ Tcm%HPCA%3.txt52","SFXN1"
"3979","CD8+ Tcm%HPCA%3.txt53","TMEM30B"
"3980","CD8+ Tcm%NOVERSHTERN%1.txt1","ABCD2"
"3981","CD8+ Tcm%NOVERSHTERN%1.txt2","CD3E"
"3982","CD8+ Tcm%NOVERSHTERN%1.txt3","CD7"
"3983","CD8+ Tcm%NOVERSHTERN%1.txt4","CD8A"
"3984","CD8+ Tcm%NOVERSHTERN%1.txt5","CD8B"
"3985","CD8+ Tcm%NOVERSHTERN%1.txt6","CXCR3"
"3986","CD8+ Tcm%NOVERSHTERN%1.txt7","GZMK"
"3987","CD8+ Tcm%NOVERSHTERN%1.txt8","LAG3"
"3988","CD8+ Tcm%NOVERSHTERN%1.txt9","SH2D1A"
"3989","CD8+ Tcm%NOVERSHTERN%1.txt10","PDCD1"
"3990","CD8+ Tcm%NOVERSHTERN%1.txt11","PTPRCAP"
"3991","CD8+ Tcm%NOVERSHTERN%1.txt12","S100B"
"3992","CD8+ Tcm%NOVERSHTERN%1.txt13","XCL1"
"3993","CD8+ Tcm%NOVERSHTERN%1.txt14","SGCD"
"3994","CD8+ Tcm%NOVERSHTERN%1.txt15","TBCC"
"3995","CD8+ Tcm%NOVERSHTERN%1.txt16","HIST1H4F"
"3996","CD8+ Tcm%NOVERSHTERN%1.txt17","KLRG1"
"3997","CD8+ Tcm%NOVERSHTERN%1.txt18","STUB1"
"3998","CD8+ Tcm%NOVERSHTERN%1.txt19","HMGN4"
"3999","CD8+ Tcm%NOVERSHTERN%1.txt20","AKAP3"
"4000","CD8+ Tcm%NOVERSHTERN%1.txt21","GNLY"
"4001","CD8+ Tcm%NOVERSHTERN%1.txt22","TRAF3IP1"
"4002","CD8+ Tcm%NOVERSHTERN%1.txt23","GPR171"
"4003","CD8+ Tcm%NOVERSHTERN%1.txt24","ELP3"
"4004","CD8+ Tcm%NOVERSHTERN%1.txt25","GIMAP4"
"4005","CD8+ Tcm%NOVERSHTERN%1.txt26","CRTAM"
"4006","CD8+ Tcm%NOVERSHTERN%1.txt27","C21orf59"
"4007","CD8+ Tcm%NOVERSHTERN%1.txt28","WDR18"
"4008","CD8+ Tcm%NOVERSHTERN%1.txt29","INTS5"
"4009","CD8+ Tcm%NOVERSHTERN%1.txt30","GIMAP6"
"4010","CD8+ Tcm%NOVERSHTERN%2.txt1","ABCD2"
"4011","CD8+ Tcm%NOVERSHTERN%2.txt2","CD3E"
"4012","CD8+ Tcm%NOVERSHTERN%2.txt3","CD7"
"4013","CD8+ Tcm%NOVERSHTERN%2.txt4","CD8A"
"4014","CD8+ Tcm%NOVERSHTERN%2.txt5","CD8B"
"4015","CD8+ Tcm%NOVERSHTERN%2.txt6","CXCR3"
"4016","CD8+ Tcm%NOVERSHTERN%2.txt7","GZMK"
"4017","CD8+ Tcm%NOVERSHTERN%2.txt8","LAG3"
"4018","CD8+ Tcm%NOVERSHTERN%2.txt9","SH2D1A"
"4019","CD8+ Tcm%NOVERSHTERN%2.txt10","PDCD1"
"4020","CD8+ Tcm%NOVERSHTERN%2.txt11","PTPRCAP"
"4021","CD8+ Tcm%NOVERSHTERN%2.txt12","S100B"
"4022","CD8+ Tcm%NOVERSHTERN%2.txt13","XCL1"
"4023","CD8+ Tcm%NOVERSHTERN%2.txt14","SGCD"
"4024","CD8+ Tcm%NOVERSHTERN%2.txt15","HIST1H4F"
"4025","CD8+ Tcm%NOVERSHTERN%2.txt16","KLRG1"
"4026","CD8+ Tcm%NOVERSHTERN%2.txt17","STUB1"
"4027","CD8+ Tcm%NOVERSHTERN%2.txt18","AKAP3"
"4028","CD8+ Tcm%NOVERSHTERN%2.txt19","GNLY"
"4029","CD8+ Tcm%NOVERSHTERN%2.txt20","TRAF3IP1"
"4030","CD8+ Tcm%NOVERSHTERN%2.txt21","GPR171"
"4031","CD8+ Tcm%NOVERSHTERN%2.txt22","ELP3"
"4032","CD8+ Tcm%NOVERSHTERN%2.txt23","CRTAM"
"4033","CD8+ Tcm%NOVERSHTERN%2.txt24","INTS5"
"4034","CD8+ Tcm%NOVERSHTERN%3.txt1","CD8B"
"4035","CD8+ Tcm%NOVERSHTERN%3.txt2","CXCR3"
"4036","CD8+ Tcm%NOVERSHTERN%3.txt3","GZMK"
"4037","CD8+ Tcm%NOVERSHTERN%3.txt4","PTPRCAP"
"4038","CD8+ Tcm%NOVERSHTERN%3.txt5","SGCD"
"4039","CD8+ Tcm%NOVERSHTERN%3.txt6","HIST1H4F"
"4040","CD8+ Tcm%NOVERSHTERN%3.txt7","STUB1"
"4041","CD8+ Tcm%NOVERSHTERN%3.txt8","ELP3"
"4042","CD8+ Tcm%NOVERSHTERN%3.txt9","CRTAM"
"4043","CD8+ Tcm%NOVERSHTERN%3.txt10","INTS5"
"4044","CD8+ Tem%BLUEPRINT%1.txt1","DHX8"
"4045","CD8+ Tem%BLUEPRINT%1.txt2","GZMH"
"4046","CD8+ Tem%BLUEPRINT%1.txt3","GZMK"
"4047","CD8+ Tem%BLUEPRINT%1.txt4","LAG3"
"4048","CD8+ Tem%BLUEPRINT%1.txt5","ZAP70"
"4049","CD8+ Tem%BLUEPRINT%1.txt6","COLQ"
"4050","CD8+ Tem%BLUEPRINT%1.txt7","RGS9"
"4051","CD8+ Tem%BLUEPRINT%1.txt8","CXCR6"
"4052","CD8+ Tem%BLUEPRINT%1.txt9","PVRIG"
"4053","CD8+ Tem%BLUEPRINT%1.txt10","PYHIN1"
"4054","CD8+ Tem%BLUEPRINT%2.txt1","ABCF1"
"4055","CD8+ Tem%BLUEPRINT%2.txt2","ACADVL"
"4056","CD8+ Tem%BLUEPRINT%2.txt3","RHOG"
"4057","CD8+ Tem%BLUEPRINT%2.txt4","SLC25A20"
"4058","CD8+ Tem%BLUEPRINT%2.txt5","CAPZB"
"4059","CD8+ Tem%BLUEPRINT%2.txt6","CD2"
"4060","CD8+ Tem%BLUEPRINT%2.txt7","CD3D"
"4061","CD8+ Tem%BLUEPRINT%2.txt8","CD3G"
"4062","CD8+ Tem%BLUEPRINT%2.txt9","CD7"
"4063","CD8+ Tem%BLUEPRINT%2.txt10","CD8A"
"4064","CD8+ Tem%BLUEPRINT%2.txt11","CD8B"
"4065","CD8+ Tem%BLUEPRINT%2.txt12","CCR5"
"4066","CD8+ Tem%BLUEPRINT%2.txt13","COPB1"
"4067","CD8+ Tem%BLUEPRINT%2.txt14","CTSW"
"4068","CD8+ Tem%BLUEPRINT%2.txt15","CX3CR1"
"4069","CD8+ Tem%BLUEPRINT%2.txt16","DAXX"
"4070","CD8+ Tem%BLUEPRINT%2.txt17","DHX8"
"4071","CD8+ Tem%BLUEPRINT%2.txt18","DIAPH1"
"4072","CD8+ Tem%BLUEPRINT%2.txt19","DMWD"
"4073","CD8+ Tem%BLUEPRINT%2.txt20","DYNC1H1"
"4074","CD8+ Tem%BLUEPRINT%2.txt21","EMD"
"4075","CD8+ Tem%BLUEPRINT%2.txt22","GOLGA1"
"4076","CD8+ Tem%BLUEPRINT%2.txt23","GTF3C1"
"4077","CD8+ Tem%BLUEPRINT%2.txt24","GYG1"
"4078","CD8+ Tem%BLUEPRINT%2.txt25","GZMH"
"4079","CD8+ Tem%BLUEPRINT%2.txt26","GZMA"
"4080","CD8+ Tem%BLUEPRINT%2.txt27","GZMK"
"4081","CD8+ Tem%BLUEPRINT%2.txt28","GZMM"
"4082","CD8+ Tem%BLUEPRINT%2.txt29","HMOX2"
"4083","CD8+ Tem%BLUEPRINT%2.txt30","DNAJB1"
"4084","CD8+ Tem%BLUEPRINT%2.txt31","IDH3B"
"4085","CD8+ Tem%BLUEPRINT%2.txt32","IFNG"
"4086","CD8+ Tem%BLUEPRINT%2.txt33","IL10RA"
"4087","CD8+ Tem%BLUEPRINT%2.txt34","ITGAL"
"4088","CD8+ Tem%BLUEPRINT%2.txt35","KLRB1"
"4089","CD8+ Tem%BLUEPRINT%2.txt36","KLRD1"
"4090","CD8+ Tem%BLUEPRINT%2.txt37","LAG3"
"4091","CD8+ Tem%BLUEPRINT%2.txt38","LAIR2"
"4092","CD8+ Tem%BLUEPRINT%2.txt39","MARK3"
"4093","CD8+ Tem%BLUEPRINT%2.txt40","MT2A"
"4094","CD8+ Tem%BLUEPRINT%2.txt41","MYO1F"
"4095","CD8+ Tem%BLUEPRINT%2.txt42","NDUFB1"
"4096","CD8+ Tem%BLUEPRINT%2.txt43","NDUFB2"
"4097","CD8+ Tem%BLUEPRINT%2.txt44","NDUFS6"
"4098","CD8+ Tem%BLUEPRINT%2.txt45","NKG7"
"4099","CD8+ Tem%BLUEPRINT%2.txt46","PABPC3"
"4100","CD8+ Tem%BLUEPRINT%2.txt47","PCNT"
"4101","CD8+ Tem%BLUEPRINT%2.txt48","PHKG2"
"4102","CD8+ Tem%BLUEPRINT%2.txt49","PPP2R5C"
"4103","CD8+ Tem%BLUEPRINT%2.txt50","PSMC5"
"4104","CD8+ Tem%BLUEPRINT%2.txt51","PSME1"
"4105","CD8+ Tem%BLUEPRINT%2.txt52","PTGDR"
"4106","CD8+ Tem%BLUEPRINT%2.txt53","PTPN4"
"4107","CD8+ Tem%BLUEPRINT%2.txt54","PTPRA"
"4108","CD8+ Tem%BLUEPRINT%2.txt55","PZP"
"4109","CD8+ Tem%BLUEPRINT%2.txt56","RGS1"
"4110","CD8+ Tem%BLUEPRINT%2.txt57","RPN2"
"4111","CD8+ Tem%BLUEPRINT%2.txt58","CCL4"
"4112","CD8+ Tem%BLUEPRINT%2.txt59","SLAMF1"
"4113","CD8+ Tem%BLUEPRINT%2.txt60","SNTB2"
"4114","CD8+ Tem%BLUEPRINT%2.txt61","SSR2"
"4115","CD8+ Tem%BLUEPRINT%2.txt62","STX4"
"4116","CD8+ Tem%BLUEPRINT%2.txt63","TAF10"
"4117","CD8+ Tem%BLUEPRINT%2.txt64","DYNLT1"
"4118","CD8+ Tem%BLUEPRINT%2.txt65","TUFM"
"4119","CD8+ Tem%BLUEPRINT%2.txt66","WAS"
"4120","CD8+ Tem%BLUEPRINT%2.txt67","ZAP70"
"4121","CD8+ Tem%BLUEPRINT%2.txt68","RNF113A"
"4122","CD8+ Tem%BLUEPRINT%2.txt69","LZTR1"
"4123","CD8+ Tem%BLUEPRINT%2.txt70","COLQ"
"4124","CD8+ Tem%BLUEPRINT%2.txt71","DHX16"
"4125","CD8+ Tem%BLUEPRINT%2.txt72","GPR65"
"4126","CD8+ Tem%BLUEPRINT%2.txt73","MKNK1"
"4127","CD8+ Tem%BLUEPRINT%2.txt74","B4GALT3"
"4128","CD8+ Tem%BLUEPRINT%2.txt75","RIPK1"
"4129","CD8+ Tem%BLUEPRINT%2.txt76","RGS9"
"4130","CD8+ Tem%BLUEPRINT%2.txt77","IL18RAP"
"4131","CD8+ Tem%BLUEPRINT%2.txt78","ARHGEF1"
"4132","CD8+ Tem%BLUEPRINT%2.txt79","CIAO1"
"4133","CD8+ Tem%BLUEPRINT%2.txt80","SEC24C"
"4134","CD8+ Tem%BLUEPRINT%2.txt81","N4BP1"
"4135","CD8+ Tem%BLUEPRINT%2.txt82","CROCC"
"4136","CD8+ Tem%BLUEPRINT%2.txt83","MAML1"
"4137","CD8+ Tem%BLUEPRINT%2.txt84","KIAA0196"
"4138","CD8+ Tem%BLUEPRINT%2.txt85","SEC16A"
"4139","CD8+ Tem%BLUEPRINT%2.txt86","PREB"
"4140","CD8+ Tem%BLUEPRINT%2.txt87","KLRG1"
"4141","CD8+ Tem%BLUEPRINT%2.txt88","SLC35B1"
"4142","CD8+ Tem%BLUEPRINT%2.txt89","SF3A1"
"4143","CD8+ Tem%BLUEPRINT%2.txt90","GNLY"
"4144","CD8+ Tem%BLUEPRINT%2.txt91","CXCR6"
"4145","CD8+ Tem%BLUEPRINT%2.txt92","SF3B2"
"4146","CD8+ Tem%BLUEPRINT%2.txt93","WWP2"
"4147","CD8+ Tem%BLUEPRINT%2.txt94","BTN2A1"
"4148","CD8+ Tem%BLUEPRINT%2.txt95","CD160"
"4149","CD8+ Tem%BLUEPRINT%2.txt96","PUF60"
"4150","CD8+ Tem%BLUEPRINT%2.txt97","HMGXB3"
"4151","CD8+ Tem%BLUEPRINT%2.txt98","SNRNP200"
"4152","CD8+ Tem%BLUEPRINT%2.txt99","JMJD6"
"4153","CD8+ Tem%BLUEPRINT%2.txt100","TMEM184B"
"4154","CD8+ Tem%BLUEPRINT%2.txt101","RNF167"
"4155","CD8+ Tem%BLUEPRINT%2.txt102","ERAL1"
"4156","CD8+ Tem%BLUEPRINT%2.txt103","CYTH4"
"4157","CD8+ Tem%BLUEPRINT%2.txt104","MRPL22"
"4158","CD8+ Tem%BLUEPRINT%2.txt105","ABT1"
"4159","CD8+ Tem%BLUEPRINT%2.txt106","UBN1"
"4160","CD8+ Tem%BLUEPRINT%2.txt107","GPR171"
"4161","CD8+ Tem%BLUEPRINT%2.txt108","TIMM22"
"4162","CD8+ Tem%BLUEPRINT%2.txt109","NRBP1"
"4163","CD8+ Tem%BLUEPRINT%2.txt110","COL5A3"
"4164","CD8+ Tem%BLUEPRINT%2.txt111","RWDD1"
"4165","CD8+ Tem%BLUEPRINT%2.txt112","TRAPPC4"
"4166","CD8+ Tem%BLUEPRINT%2.txt113","SRRT"
"4167","CD8+ Tem%BLUEPRINT%2.txt114","STX18"
"4168","CD8+ Tem%BLUEPRINT%2.txt115","TRNAU1AP"
"4169","CD8+ Tem%BLUEPRINT%2.txt116","IMP3"
"4170","CD8+ Tem%BLUEPRINT%2.txt117","ABCF3"
"4171","CD8+ Tem%BLUEPRINT%2.txt118","CHST12"
"4172","CD8+ Tem%BLUEPRINT%2.txt119","UBE2Q1"
"4173","CD8+ Tem%BLUEPRINT%2.txt120","AMBRA1"
"4174","CD8+ Tem%BLUEPRINT%2.txt121","MAP7D1"
"4175","CD8+ Tem%BLUEPRINT%2.txt122","EXOC2"
"4176","CD8+ Tem%BLUEPRINT%2.txt123","WSB2"
"4177","CD8+ Tem%BLUEPRINT%2.txt124","BIN3"
"4178","CD8+ Tem%BLUEPRINT%2.txt125","CRTAM"
"4179","CD8+ Tem%BLUEPRINT%2.txt126","MRPS22"
"4180","CD8+ Tem%BLUEPRINT%2.txt127","RIC8A"
"4181","CD8+ Tem%BLUEPRINT%2.txt128","NOL6"
"4182","CD8+ Tem%BLUEPRINT%2.txt129","AHNAK"
"4183","CD8+ Tem%BLUEPRINT%2.txt130","PVRIG"
"4184","CD8+ Tem%BLUEPRINT%2.txt131","TNIP2"
"4185","CD8+ Tem%BLUEPRINT%2.txt132","HAUS3"
"4186","CD8+ Tem%BLUEPRINT%2.txt133","FYCO1"
"4187","CD8+ Tem%BLUEPRINT%2.txt134","C14orf169"
"4188","CD8+ Tem%BLUEPRINT%2.txt135","ZMYM1"
"4189","CD8+ Tem%BLUEPRINT%2.txt136","MUS81"
"4190","CD8+ Tem%BLUEPRINT%2.txt137","DEFB126"
"4191","CD8+ Tem%BLUEPRINT%2.txt138","ARPC5L"
"4192","CD8+ Tem%BLUEPRINT%2.txt139","ZNF394"
"4193","CD8+ Tem%BLUEPRINT%2.txt140","RHOT2"
"4194","CD8+ Tem%BLUEPRINT%2.txt141","SPSB3"
"4195","CD8+ Tem%BLUEPRINT%2.txt142","PYHIN1"
"4196","CD8+ Tem%BLUEPRINT%2.txt143","NCR3"
"4197","CD8+ Tem%BLUEPRINT%2.txt144","CCDC85C"
"4198","CD8+ Tem%BLUEPRINT%3.txt1","SLC25A20"
"4199","CD8+ Tem%BLUEPRINT%3.txt2","CALM1"
"4200","CD8+ Tem%BLUEPRINT%3.txt3","CD2"
"4201","CD8+ Tem%BLUEPRINT%3.txt4","CD3D"
"4202","CD8+ Tem%BLUEPRINT%3.txt5","CD3G"
"4203","CD8+ Tem%BLUEPRINT%3.txt6","CD8A"
"4204","CD8+ Tem%BLUEPRINT%3.txt7","CD8B"
"4205","CD8+ Tem%BLUEPRINT%3.txt8","CTSW"
"4206","CD8+ Tem%BLUEPRINT%3.txt9","DMWD"
"4207","CD8+ Tem%BLUEPRINT%3.txt10","GYG1"
"4208","CD8+ Tem%BLUEPRINT%3.txt11","GZMH"
"4209","CD8+ Tem%BLUEPRINT%3.txt12","GZMA"
"4210","CD8+ Tem%BLUEPRINT%3.txt13","GZMB"
"4211","CD8+ Tem%BLUEPRINT%3.txt14","GZMK"
"4212","CD8+ Tem%BLUEPRINT%3.txt15","GZMM"
"4213","CD8+ Tem%BLUEPRINT%3.txt16","IFNG"
"4214","CD8+ Tem%BLUEPRINT%3.txt17","IL2RB"
"4215","CD8+ Tem%BLUEPRINT%3.txt18","ITGAL"
"4216","CD8+ Tem%BLUEPRINT%3.txt19","KLRB1"
"4217","CD8+ Tem%BLUEPRINT%3.txt20","KLRD1"
"4218","CD8+ Tem%BLUEPRINT%3.txt21","LAG3"
"4219","CD8+ Tem%BLUEPRINT%3.txt22","SH2D1A"
"4220","CD8+ Tem%BLUEPRINT%3.txt23","MT2A"
"4221","CD8+ Tem%BLUEPRINT%3.txt24","MYO1F"
"4222","CD8+ Tem%BLUEPRINT%3.txt25","NKG7"
"4223","CD8+ Tem%BLUEPRINT%3.txt26","PPP1CA"
"4224","CD8+ Tem%BLUEPRINT%3.txt27","PRF1"
"4225","CD8+ Tem%BLUEPRINT%3.txt28","MAPK13"
"4226","CD8+ Tem%BLUEPRINT%3.txt29","PTGDR"
"4227","CD8+ Tem%BLUEPRINT%3.txt30","PTPN4"
"4228","CD8+ Tem%BLUEPRINT%3.txt31","PTPRA"
"4229","CD8+ Tem%BLUEPRINT%3.txt32","PZP"
"4230","CD8+ Tem%BLUEPRINT%3.txt33","CCL4"
"4231","CD8+ Tem%BLUEPRINT%3.txt34","SLAMF1"
"4232","CD8+ Tem%BLUEPRINT%3.txt35","SNTB2"
"4233","CD8+ Tem%BLUEPRINT%3.txt36","STX4"
"4234","CD8+ Tem%BLUEPRINT%3.txt37","COLQ"
"4235","CD8+ Tem%BLUEPRINT%3.txt38","GPR65"
"4236","CD8+ Tem%BLUEPRINT%3.txt39","RGS9"
"4237","CD8+ Tem%BLUEPRINT%3.txt40","IL18RAP"
"4238","CD8+ Tem%BLUEPRINT%3.txt41","CROCC"
"4239","CD8+ Tem%BLUEPRINT%3.txt42","KLRG1"
"4240","CD8+ Tem%BLUEPRINT%3.txt43","GNLY"
"4241","CD8+ Tem%BLUEPRINT%3.txt44","NPRL2"
"4242","CD8+ Tem%BLUEPRINT%3.txt45","CXCR6"
"4243","CD8+ Tem%BLUEPRINT%3.txt46","CD160"
"4244","CD8+ Tem%BLUEPRINT%3.txt47","CD300A"
